file_path,label
/Users/linafadhli/balanced_images/trucks/trucks_120.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_134.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_108.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_322.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_336.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_295.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_281.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_256.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_242.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_58.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_64.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_70.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_71.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_65.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_59.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_243.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_257.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_280.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_294.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_337.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_323.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_109.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_135.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_121.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_137.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_123.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_335.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_321.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_309.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_282.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_296.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_241.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_255.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_269.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_98.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_73.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_66.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_72.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_99.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_268.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_254.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_240.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_297.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_283.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_308.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_320.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_334.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_122.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_136.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_132.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_126.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_318.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_330.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_324.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_287.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_293.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_278.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_244.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_250.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_89.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_76.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_62.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_63.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_77.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_88.jpg,trucks
/Users/linafadhli/balanced_images/trucks/trucks_251.jpg,trucks
